processed,target
timestamp [MASK] [MASK] play [MASK] deploy vm timestamp task [MASK] deploy [MASK] add virtual [MASK] device to vm task path home worker workspace ansible [MASK] number physical number ga [MASK] virtual efi [MASK] [MASK] gos [MASK] common vm add [MASK] vtpm [MASK] [MASK] exception [MASK] vmware guest [MASK] python when [MASK] operation in vmware [MASK] when wait for task fatal localhost failed [MASK] to [MASK] [MASK] [MASK] [MASK] [MASK] machine [MASK] to runtime fault summary [MASK] error [MASK] failed [MASK] configure vtpm device on [MASK] machine due [MASK] runtime fault [MASK] [MASK] timestamp task number deploy vm testing [MASK] due to failure task [MASK] home [MASK] workspace [MASK] [MASK] number [MASK] [MASK] ga [MASK] [MASK] efi [MASK] [MASK] gos validation common [MASK] rescue [MASK] number fatal localhost failed [MASK] testing because exit [MASK] when [MASK] is set [MASK] true in test case deploy vm efi para virtual e [MASK] e error message exit testing because [MASK] [MASK] [MASK] [MASK] is [MASK] to [MASK] [MASK] test case [MASK] vm efi [MASK] virtual [MASK] number e,targetvm
timestamp [MASK] at [MASK] [MASK] go [MASK] cloud init [MASK] timestamp task number go sc cloud init dhcp [MASK] [MASK] [MASK] address ip address is successful [MASK] [MASK] home worker [MASK] ansible [MASK] [MASK] [MASK] server iso ansible [MASK] gos validation [MASK] vm [MASK] [MASK] [MASK] number fatal localhost [MASK] pinging ip address [MASK] address failed in number seconds error message [MASK] ip address ip [MASK] failed [MASK] number seconds,targetvm
timestamp failed at [MASK] [MASK] [MASK] sc [MASK] [MASK] ip [MASK] task [MASK] go sc sanity [MASK] ip [MASK] [MASK] guest [MASK] task path home [MASK] [MASK] ansible windows number physical vbs para [MASK] vmxnet number efi [MASK] vsphere [MASK] validation [MASK] guest [MASK] win go [MASK] [MASK] yml number fatal [MASK] [MASK] customization failed for detailed information see [MASK] waiting [MASK] [MASK] result event [MASK] [MASK] error message [MASK] [MASK] for detailed information see [MASK] timestamp task [MASK] [MASK] sc [MASK] static [MASK] [MASK] file c [MASK] temp [MASK] [MASK] [MASK] [MASK] log from vm guest [MASK] path home [MASK] workspace ansible windows [MASK] physical vbs para virtual vmxnet number efi ansible vsphere gos validation common vm guest [MASK] operation yml number [MASK] [MASK] vmware [MASK] file operation python [MASK] fetch in soap adapter python when invoke method [MASK] localhost [MASK] invalid [MASK] login for user administrator error message [MASK] guest login [MASK] [MASK] administrator,targetvm
[MASK] [MASK] at play number nvdimm cold [MASK] remove timestamp [MASK] number [MASK] cold add [MASK] check persistent memory [MASK] [MASK] in guest [MASK] task [MASK] home worker [MASK] ansible windows number physical vbs para [MASK] vmxnet number efi ansible vsphere gos validation windows nvdimm cold add remove cold [MASK] nvdimm [MASK] [MASK] [MASK] [MASK] [MASK] failed persistent memory disk status [MASK] in guest os which [MASK] is [MASK] [MASK] or the [MASK] got is not number [MASK] error [MASK] persistent [MASK] disk status [MASK] [MASK] guest [MASK] which status [MASK] [MASK] healthy or [MASK] [MASK] got [MASK] [MASK] number mb,targetvm
timestamp failed at [MASK] number deploy [MASK] [MASK] task [MASK] deploy vm [MASK] virtual [MASK] device to vm task path home worker [MASK] ansible windows number physical number ga [MASK] virtual efi ansible vsphere gos validation common [MASK] add [MASK] vtpm [MASK] number exception [MASK] [MASK] [MASK] tpm [MASK] [MASK] vtpm operation [MASK] vmware [MASK] [MASK] wait [MASK] task [MASK] localhost [MASK] [MASK] to configure vtpm [MASK] on virtual [MASK] due to [MASK] fault summary none [MASK] [MASK] failed to [MASK] vtpm device on [MASK] machine due to runtime [MASK] summary none [MASK] [MASK] [MASK] [MASK] [MASK] [MASK] exit due to failure [MASK] path [MASK] worker workspace ansible windows number physical number ga [MASK] [MASK] efi ansible [MASK] gos [MASK] common test rescue yml number fatal localhost failed [MASK] testing because [MASK] [MASK] when fail [MASK] set to [MASK] in test [MASK] deploy vm efi [MASK] [MASK] e number [MASK] error message [MASK] testing [MASK] exit testing when fail is [MASK] to true [MASK] [MASK] case deploy vm [MASK] para virtual [MASK] number [MASK],targetvm
timestamp failed at play number network device ops timestamp task number network device ops get dns servers task path home worker workspace ansible cycle ubuntu number server iso ansible vsphere gos validation linux setup test setup yml number fatal localhost un reachable failed to connect to the host via ssh warning permanently added ip address to the list of known hosts received disconnect from ip address port number too many authentication failures disconnected from ip address port number error message failed to connect to the host via ssh warning permanently added ip address to the list of known hosts received disconnect from ip address port number too many authentication failures disconnected from ip address port number,testbed
timestamp failed at play number secure boot enable disable timestamp task number secure boot enable disable get dns servers task path home worker workspace ansible cycle ubuntu number server iso ansible vsphere gos validation linux setup test setup yml number fatal localhost un reachable failed to connect to the host via ssh warning permanently added ip address to the list of known hosts received disconnect from ip address port number too many authentication failures disconnected from ip address port number error message failed to connect to the host via ssh warning permanently added ip address to the list of known hosts received disconnect from ip address port number too many authentication failures disconnected from ip address port number,testbed
timestamp failed at play number deploy vm timestamp task number deploy vm guest os connection failure task path home worker workspace ansible windows server lts c number ga nvme vmxnet number efi ansible vsphere gos validation windows utilities win check win rm yml number fatal localhost failed guest win rm is not connectable in number seconds error message guest win rm is not connectable in number seconds timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible windows server lts c number ga nvme vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi nvme vmxnet number error message exit testing because exit testing when fail is set to true in test case deploy vm efi nvme vmxnet number,testbed
timestamp failed at play number deploy vm timestamp task number deploy vm download configure remoting for ansible ps number script from url task path home worker workspace ansible cycle windows server number ansible vsphere gos validation windows deploy vm get ansible remote configuration yml number fatal localhost failed request failed http error number not found when get link error message request failed timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible cycle windows server number ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e error message exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e,testcase
timestamp failed at play number deploy vm timestamp task number deploy vm download configure remoting for ansible ps number script from url task path home worker workspace ansible cycle windows number ansible vsphere gos validation windows deploy vm get ansible remote configuration yml number fatal localhost failed request failed http error number not found when get link error message request failed timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible cycle windows number ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e error message exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e,testcase
timestamp failed at play number deploy vm timestamp task number deploy vm download configure remoting for ansible ps number script from url task path home worker workspace ansible cycle windows number ansible vsphere gos validation windows deploy vm get ansible remote configuration yml number fatal localhost failed request failed http error number not found when get link error message request failed timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible cycle windows number ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e error message exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e,testcase
timestamp failed at play number deploy vm timestamp task number deploy vm add ide boot disk task path home worker workspace ansible windows number ga ide vmxnet number efi ansible vsphere gos validation common vm create with ide disk yml number fatal localhost ip address failed nonzero return code when vim command error message nonzero return code number re configure failed vim fault no disk space fault cause vmodl method fault null fault message vmodl localizable message vmodl localizable message key vob fss vec set file attributes file failed arg un set message file system specific implementation of set file attributes file failed file data store number test vm number test vm number vmdk data store data store number message insufficient disk space on data store data store number timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible windows number ga ide vmxnet number efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi ide vmxnet number error message exit testing because exit testing when fail is set to true in test case deploy vm efi ide vmxnet number,nimbus
timestamp failed at play number nvdimm cold add remove timestamp task number nvdimm cold add remove run io zone test on new added disk pmem number task path home worker workspace ansible cycle ubuntu number server iso ansible vsphere gos validation linux v hba hot add remove test disk io yml number fatal localhost failed failed to connect to the host via ssh ssh connect to host ip address port number connection timed out error message failed to connect to the host via ssh ssh connect to host ip address port number connection timed out,nimbus
timestamp failed at play number go sc cloud init dhcp timestamp task number go sc cloud init dhcp check ping ip address ip address is successful task path home worker workspace ansible cycle ubuntu number server iso ansible vsphere gos validation common vm wait ping yml number fatal localhost failed pinging ip address ip address failed in number seconds error message pinging ip address ip address failed in number seconds,targetvm
timestamp failed at play number go sc sanity static ip timestamp task number go sc sanity static ip customize windows guest os task path home worker workspace ansible windows number physical vbs para virtual vmxnet number efi ansible vsphere gos validation windows guest customization win go sc execution yml number fatal localhost failed customization failed for detailed information see warnings waiting for customization result event timed out error message customization failed for detailed information see warnings timestamp task number go sc sanity static ip fetch file c windows temp vmware imc guest cust log from vm guest task path home worker workspace ansible windows number physical vbs para virtual vmxnet number efi ansible vsphere gos validation common vm guest file operation yml number exception in vmware guest file operation python when fetch in soap adapter python when invoke method fatal localhost failed invalid guest login for user administrator error message invalid guest login for user administrator,targetvm
timestamp failed at play number nvdimm cold add remove timestamp task number nvdimm cold add remove check persistent memory disk status in guest os task path home worker workspace ansible windows number physical vbs para virtual vmxnet number efi ansible vsphere gos validation windows nvdimm cold add remove cold add nvdimm test yml number fatal localhost failed persistent memory disk status got in guest os which status is not healthy or the size got is not number mb error message persistent memory disk status got in guest os which status is not healthy or the size got is not number mb,targetvm
timestamp failed at play number deploy vm timestamp task number deploy vm add virtual tpm device to vm task path home worker workspace ansible windows number physical number ga para virtual efi ansible vsphere gos validation common vm add remove vtpm yml number exception in vmware guest tpm python when vtpm operation in vmware python when wait for task fatal localhost failed failed to configure vtpm device on virtual machine due to runtime fault summary none error message failed to configure vtpm device on virtual machine due to runtime fault summary none timestamp task number deploy vm testing exit due to failure task path home worker workspace ansible windows number physical number ga para virtual efi ansible vsphere gos validation common test rescue yml number fatal localhost failed exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e error message exit testing because exit testing when fail is set to true in test case deploy vm efi para virtual e number e,targetvm
